Resistance ,"Grid currents _A,B,C phases",,,"Rotor currents A,B,C phases",,,"Stator currents A,B,C phases",,,"Grid voltages A,B,C phases",,,Grid Powers,,Rotor Powers,,Stator Powers,,Class.
R,i25a,i25b,i25c,ira,irb,irc,isa,isb,isc,v25a,v25b,v25c,pg,qg,pr,qr,ps,qs,Target
420,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.02E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
430,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,998.0085,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
440,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,980.2744,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
450,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,963.1896,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
460,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,946.7196,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
470,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,930.8323,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
480,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,915.4978,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
490,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,900.688,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
500,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,886.3768,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
510,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,872.5397,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
520,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,859.1539,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
530,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,846.1978,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
540,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,833.6513,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
550,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,821.4955,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
560,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,809.7125,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
570,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,798.2856,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
580,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,787.1992,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
590,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,776.4382,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
600,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,765.9887,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
610,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,755.8374,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
620,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,745.9719,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
630,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,736.3803,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
640,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,727.0516,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
650,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,717.975,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
660,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,709.1405,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
670,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,700.5387,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
680,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,692.1606,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
690,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,683.9975,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
700,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,676.0414,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
710,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,668.2845,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
720,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,660.7195,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
730,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,653.3393,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
740,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,646.1374,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
750,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,639.1073,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
760,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,632.243,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
770,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,625.5387,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
780,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,618.989,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
790,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,612.5885,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
800,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,606.3323,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
810,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,600.2156,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
820,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,594.2336,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
830,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,588.3822,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
840,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,582.657,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
850,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,577.054,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
860,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,571.5693,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
870,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,566.1993,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
880,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,560.9405,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
890,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,555.7893,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
900,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,550.7426,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
910,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,545.7972,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
920,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,540.9502,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
930,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,536.1985,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
940,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,531.5394,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
950,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,526.9703,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
960,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,522.4886,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
970,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,518.0918,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
980,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,513.7775,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
990,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,509.5434,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
1000,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,505.3873,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,7
0.01,11.793,11.33,11.4204,0.0036,0.0035,0.0044,0.0035,0.0039,0.0043,1.33E+03,1.84E+03,1.47E+04,1.48E+03,4.26E+03,4.85E-05,7.19E-05,1.65E-04,1.42E-04,8
0.02,11.8156,11.3312,11.4166,0.0036,0.0035,0.0045,0.0035,0.004,0.0043,1.34E+03,1.84E+03,1.47E+04,1.62E+03,4.26E+03,4.85E-05,7.19E-05,1.64E-04,1.42E-04,8
0.04,11.8563,11.3339,11.4088,0.0035,0.0035,0.0046,0.0035,0.0041,0.0043,1.33E+03,1.87E+03,1.47E+04,1.91E+03,4.26E+03,4.85E-05,7.18E-05,1.62E-04,1.42E-04,8
0.06,11.8911,11.336,11.4,0.0034,0.0035,0.0047,0.0035,0.0041,0.0043,1.32E+03,1.89E+03,1.47E+04,2.20E+03,4.25E+03,4.85E-05,7.19E-05,1.61E-04,1.42E-04,8
0.08,11.9206,11.3366,11.391,0.0034,0.0035,0.0046,0.0035,0.004,0.0043,1.32E+03,1.85E+03,1.46E+04,2.49E+03,4.26E+03,4.85E-05,7.21E-05,1.60E-04,1.42E-04,8
0.1,11.9446,11.3354,11.381,0.0033,0.0035,0.0046,0.0035,0.004,0.0043,1.33E+03,1.85E+03,1.46E+04,2.78E+03,4.26E+03,4.85E-05,7.19E-05,1.58E-04,1.42E-04,8
0.12,11.964,11.3323,11.3702,0.0033,0.0035,0.0046,0.0035,0.004,0.0043,1.32E+03,1.85E+03,1.46E+04,3.07E+03,4.27E+03,4.85E-05,7.19E-05,1.57E-04,1.42E-04,8
0.14,11.9788,11.3273,11.3585,0.0033,0.0035,0.0046,0.0035,0.004,0.0043,1.33E+03,1.86E+03,1.46E+04,3.36E+03,4.28E+03,4.85E-05,7.17E-05,1.55E-04,1.42E-04,8
0.16,11.9891,11.3206,11.346,0.0032,0.0034,0.0045,0.0035,0.004,0.0043,1.31E+03,1.88E+03,1.46E+04,3.64E+03,4.29E+03,4.85E-05,7.14E-05,1.54E-04,1.42E-04,8
0.18,11.9954,11.3117,11.3326,0.0032,0.0034,0.0045,0.0035,0.0039,0.0043,1.33E+03,1.89E+03,1.46E+04,3.92E+03,4.30E+03,4.85E-05,7.14E-05,1.53E-04,1.42E-04,8
0.2,11.9977,11.3009,11.3182,0.0032,0.0034,0.0045,0.0035,0.0039,0.0043,1.34E+03,1.89E+03,1.46E+04,4.20E+03,4.31E+03,4.85E-05,7.12E-05,1.51E-04,1.42E-04,8
0.22,11.9962,11.2891,11.303,0.0032,0.0034,0.0045,0.0035,0.0039,0.0043,1.33E+03,1.88E+03,1.46E+04,4.48E+03,4.32E+03,4.85E-05,7.12E-05,1.50E-04,1.42E-04,8
0.24,11.9919,11.2753,11.287,0.0032,0.0034,0.0044,0.0035,0.0039,0.0043,1.34E+03,1.88E+03,1.46E+04,4.75E+03,4.33E+03,4.85E-05,7.08E-05,1.48E-04,1.42E-04,8
0.26,11.9844,11.2605,11.2703,0.0032,0.0034,0.0044,0.0035,0.0039,0.0043,1.35E+03,1.88E+03,1.46E+04,5.02E+03,4.34E+03,4.85E-05,7.07E-05,1.47E-04,1.42E-04,8
0.28,11.9736,11.2445,11.253,0.0032,0.0034,0.0044,0.0035,0.0039,0.0042,1.36E+03,1.87E+03,1.45E+04,5.29E+03,4.35E+03,4.85E-05,7.04E-05,1.45E-04,1.42E-04,8
0.3,11.9604,11.2266,11.2346,0.0032,0.0033,0.0044,0.0035,0.0039,0.0042,1.35E+03,1.86E+03,1.45E+04,5.55E+03,4.35E+03,4.85E-05,6.99E-05,1.43E-04,1.42E-04,8
0.4,11.8567,11.1267,11.1321,0.0032,0.0032,0.0041,0.0035,0.0036,0.0042,1.31E+03,1.86E+03,1.45E+04,6.83E+03,4.38E+03,4.85E-05,6.90E-05,1.35E-04,1.42E-04,8
0.5,11.7041,11.0064,11.0109,0.0032,0.0032,0.0041,0.0035,0.0037,0.0042,1.36E+03,1.83E+03,1.44E+04,8.03E+03,4.38E+03,4.85E-05,6.80E-05,1.35E-04,1.42E-04,8
0.6,11.515,10.8699,10.8752,0.0032,0.0031,0.0039,0.0035,0.0036,0.0042,1.26E+03,1.84E+03,1.44E+04,9.14E+03,4.37E+03,4.85E-05,6.70E-05,1.35E-04,1.42E-04,8
0.7,11.3024,10.7218,10.7259,0.0032,0.0031,0.0038,0.0035,0.0034,0.0042,1.32E+03,1.79E+03,1.43E+04,1.02E+04,4.33E+03,4.85E-05,6.43E-05,1.35E-04,1.42E-04,8
0.8,11.0725,10.5601,10.5646,0.0032,0.003,0.0038,0.0035,0.0034,0.0042,1.23E+03,1.80E+03,1.43E+04,1.11E+04,4.28E+03,4.85E-05,6.27E-05,1.35E-04,1.42E-04,8
0.9,10.8303,10.3901,10.3942,0.0032,0.003,0.0043,0.0035,0.0034,0.0041,1.29E+03,1.77E+03,1.42E+04,1.19E+04,4.22E+03,4.85E-05,6.07E-05,1.35E-04,1.42E-04,8
1,10.5831,10.2116,10.2145,0.0032,0.003,0.0042,0.0035,0.0034,0.0041,1.17E+03,1.74E+03,1.42E+04,1.27E+04,4.16E+03,4.85E-05,5.94E-05,1.35E-04,1.42E-04,8
1.5,9.3465,9.2626,9.2616,0.0032,0.003,0.0033,0.0035,0.0034,0.004,1.14E+03,1.59E+03,1.39E+04,1.53E+04,3.74E+03,4.85E-05,5.32E-05,1.35E-04,1.42E-04,8
2,8.3074,8.304,8.2995,0.0032,0.003,0.0033,0.0035,0.0034,0.0039,982.7412,1.45E+03,1.37E+04,1.63E+04,3.30E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
2.5,7.4214,7.4267,7.4154,0.0032,0.003,0.0033,0.0035,0.0034,0.0039,891.5387,1.32E+03,1.34E+04,1.64E+04,2.89E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
3,6.6431,6.6498,6.6351,0.0032,0.003,0.0033,0.0035,0.0034,0.0037,842.5337,1.20E+03,1.32E+04,1.58E+04,2.52E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
3.5,6.0994,6.2361,5.9803,0.0032,0.003,0.0033,0.0035,0.0034,0.0036,842.5337,1.08E+03,1.30E+04,1.51E+04,2.17E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
4,6.1014,6.2377,5.4307,0.0032,0.003,0.0033,0.0035,0.0034,0.0036,842.5337,667.7393,1.27E+04,1.44E+04,1.90E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
4.5,6.1025,6.2382,4.9481,0.0032,0.003,0.0033,0.0035,0.0034,0.0035,842.5337,667.7393,1.25E+04,1.35E+04,1.68E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
5,6.1025,6.2376,4.5211,0.0032,0.003,0.0033,0.0035,0.0034,0.0035,842.5337,667.7393,1.23E+04,1.27E+04,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
5.5,6.1013,6.2356,4.1595,0.0032,0.003,0.0033,0.0035,0.0034,0.0034,842.5337,667.7393,1.21E+04,1.20E+04,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
6,6.099,6.2323,3.8395,0.0032,0.003,0.0033,0.0035,0.0034,0.0033,842.5337,667.7393,1.19E+04,1.13E+04,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
6.5,6.0953,6.2275,3.5677,0.0032,0.003,0.0033,0.0035,0.0034,0.0034,842.5337,667.7393,1.17E+04,1.06E+04,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
7,6.0903,6.2213,3.3339,0.0032,0.003,0.0033,0.0035,0.0034,0.0032,842.5337,667.7393,1.15E+04,1.00E+04,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
7.5,6.0841,6.2137,3.104,0.0032,0.003,0.0033,0.0035,0.0034,0.0031,842.5337,667.7393,1.13E+04,9.48E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
8,6.0766,6.2046,2.9,0.0032,0.003,0.0033,0.0035,0.0034,0.0031,842.5337,667.7393,1.11E+04,8.99E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
8.5,6.0678,6.1941,2.7289,0.0032,0.003,0.0033,0.0035,0.0034,0.003,842.5337,667.7393,1.10E+04,8.54E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
9,6.0577,6.1822,2.5793,0.0032,0.003,0.0033,0.0035,0.0034,0.003,842.5337,667.7393,1.08E+04,8.14E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
9.5,6.0465,6.169,2.4445,0.0032,0.003,0.0033,0.0035,0.0034,0.0029,842.5337,667.7393,1.06E+04,7.76E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
10,6.0341,6.1546,2.3058,0.0032,0.003,0.0033,0.0035,0.0034,0.0029,842.5337,667.7393,1.05E+04,7.42E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
15,5.8594,5.953,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,9.06E+03,5.11E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
20,5.6262,5.6867,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,7.97E+03,3.87E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
25,5.3713,5.4663,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,7.11E+03,3.11E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
30,5.3033,5.394,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,6.42E+03,2.60E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
35,5.2258,5.302,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,5.84E+03,2.23E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
40,5.1569,5.1946,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,5.36E+03,1.95E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
45,5.1569,5.0764,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,4.96E+03,1.73E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
50,5.1569,4.9514,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,4.61E+03,1.56E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
55,5.1569,4.8229,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,4.30E+03,1.42E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
60,5.1569,4.6933,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,4.04E+03,1.30E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
65,5.1569,4.5645,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,3.80E+03,1.20E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
70,5.1569,4.4807,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,3.60E+03,1.11E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
75,5.1569,4.3994,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,3.41E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
80,5.1569,4.3179,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,3.24E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
85,5.1569,4.2366,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,3.09E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
90,5.1569,4.156,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.95E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
95,5.1569,4.0763,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.82E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
100,5.1569,3.9978,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.71E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
110,5.1569,3.845,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.50E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
120,5.1569,3.6986,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.33E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
130,5.1569,3.5592,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.17E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
140,5.1569,3.4268,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,2.04E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
150,5.1569,3.3014,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.92E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
160,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.82E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
170,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.73E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
180,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.65E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
190,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.59E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
200,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,1.54E+03,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,8
